spark.memory.storageFraction,spark.executor.cores,spark.executor.memory,spark.executor.instances,spark.memory.fraction,spark.shuffle.file.buffer,spark.reducer.maxBlocksInFlightPerAddress,spark.default.parallelism,spark.reducer.maxSizeInFlight,spark.executor.memoryOverhead,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
270.0,1.0,4.0,7.0,446.0,0.6,0.75,2129007400.0,72.0,34.0,0.0,0.059,0.995,0.373,45.386
272.0,1.0,4.0,6.0,470.0,0.62,0.74,1972781300.0,70.0,35.0,0.0,0.059,0.984,0.371,44.704
268.0,1.0,4.0,7.0,462.0,0.6,0.75,2090123300.0,72.0,35.0,0.0,0.061,0.993,0.367,44.319
264.0,1.0,4.0,7.0,462.0,0.62,0.74,2019589100.0,71.0,34.0,0.0,0.062,0.987,0.363,44.122
277.0,2.0,4.0,6.0,514.0,0.61,0.74,1991731500.0,66.0,33.0,0.344,0.06,0.99,0.371,44.069
266.0,1.0,4.0,7.0,474.0,0.62,0.74,1999243600.0,71.0,35.0,0.0,0.062,0.986,0.361,43.819
269.0,1.0,4.0,7.0,465.0,0.61,0.74,1989289100.0,71.0,34.0,0.0,0.059,0.984,0.382,43.561
281.0,2.0,4.0,6.0,484.0,0.61,0.74,1969032700.0,65.0,34.0,0.344,0.056,0.989,0.414,42.575
268.0,1.0,4.0,7.0,463.0,0.62,0.74,1980653000.0,70.0,35.0,0.0,0.063,0.985,0.367,42.45
280.0,2.0,4.0,6.0,494.0,0.62,0.74,1989303000.0,64.0,34.0,0.344,0.06,0.99,0.404,40.893
265.0,1.0,4.0,7.0,454.0,0.61,0.75,2059197200.0,72.0,35.0,0.009,0.064,0.99,0.384,40.612
264.0,1.0,4.0,7.0,467.0,0.61,0.75,2031385100.0,72.0,34.0,2.462,0.06,0.987,0.409,40.528
263.0,1.0,4.0,7.0,490.0,0.64,0.74,1953225500.0,68.0,34.0,0.0,0.061,0.982,0.409,39.663
272.0,1.0,4.0,6.0,479.0,0.62,0.74,1922348300.0,65.0,33.0,0.0,0.057,0.982,0.459,37.36
276.0,2.0,4.0,6.0,490.0,0.63,0.74,1990347000.0,64.0,35.0,0.344,0.062,0.989,0.427,37.262
276.0,2.0,5.0,6.0,524.0,0.63,0.74,2003136800.0,65.0,34.0,0.344,0.068,0.992,0.397,36.803
279.0,2.0,4.0,6.0,498.0,0.61,0.74,1958227300.0,64.0,34.0,0.344,0.06,0.988,0.446,36.728
277.0,2.0,5.0,7.0,520.0,0.63,0.74,2034965100.0,64.0,34.0,0.344,0.069,0.992,0.401,35.945
270.0,2.0,5.0,7.0,500.0,0.62,0.74,1964116200.0,66.0,34.0,0.344,0.065,0.987,0.427,35.818
275.0,2.0,5.0,7.0,496.0,0.62,0.74,1956097500.0,67.0,35.0,0.344,0.064,0.985,0.434,35.414
274.0,2.0,5.0,7.0,508.0,0.64,0.74,2017827200.0,65.0,35.0,0.344,0.07,0.99,0.409,34.551
272.0,2.0,5.0,7.0,528.0,0.63,0.74,2006840300.0,65.0,34.0,0.344,0.071,0.988,0.404,34.534
265.0,1.0,4.0,7.0,454.0,0.6,0.75,2105482600.0,72.0,36.0,2.49,0.066,0.992,0.441,34.062
278.0,2.0,5.0,7.0,512.0,0.63,0.74,1983578800.0,65.0,34.0,0.344,0.068,0.99,0.427,33.874
280.0,2.0,5.0,6.0,498.0,0.63,0.74,1955028200.0,63.0,34.0,0.344,0.069,0.991,0.483,29.667
279.0,2.0,5.0,6.0,510.0,0.62,0.74,1997637200.0,63.0,33.0,0.344,0.07,0.991,0.484,29.344
274.0,2.0,5.0,6.0,511.0,0.62,0.73,1957359400.0,64.0,33.0,0.344,0.071,0.989,0.478,29.193
269.0,2.0,5.0,7.0,507.0,0.65,0.73,2009890800.0,64.0,35.0,0.344,0.076,0.986,0.457,28.191
272.0,2.0,5.0,6.0,510.0,0.63,0.73,1925807600.0,66.0,34.0,0.344,0.069,0.983,0.506,28.006
275.0,2.0,5.0,6.0,530.0,0.63,0.73,1999313400.0,63.0,33.0,0.344,0.076,0.987,0.543,24.038
272.0,2.0,5.0,6.0,517.0,0.63,0.73,1881101200.0,65.0,34.0,0.344,0.074,0.971,0.656,19.895
284.0,2.0,5.0,6.0,545.0,0.62,0.74,1938936300.0,61.0,33.0,0.344,0.085,0.98,0.691,16.762
spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.memory.fraction,spark.memory.storageFraction,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
369.0,1.0,6.0,4.0,762.0,0.8,0.72,1976826100.0,63.0,47.0,0.0,0.033,0.994,0.187,159.727
365.0,1.0,6.0,4.0,779.0,0.81,0.72,2039851300.0,63.0,47.0,0.0,0.036,0.993,0.218,126.699
369.0,1.0,6.0,4.0,739.0,0.8,0.72,1999062800.0,63.0,47.0,0.0,0.037,0.993,0.21,126.671
370.0,1.0,6.0,4.0,779.0,0.81,0.72,2021745500.0,61.0,46.0,0.0,0.037,0.993,0.215,123.364
368.0,1.0,6.0,4.0,775.0,0.82,0.72,1990965500.0,64.0,48.0,0.0,0.038,0.993,0.218,119.909
370.0,1.0,6.0,4.0,766.0,0.81,0.72,2021589800.0,61.0,46.0,0.0,0.037,0.992,0.226,119.017
362.0,1.0,6.0,4.0,750.0,0.81,0.71,2048029600.0,62.0,47.0,0.0,0.036,0.991,0.232,117.201
374.0,1.0,6.0,4.0,766.0,0.8,0.72,1975635200.0,60.0,46.0,0.0,0.037,0.993,0.235,115.357
371.0,2.0,6.0,4.0,784.0,0.81,0.72,1970085100.0,63.0,47.0,0.358,0.04,0.992,0.219,113.279
368.0,2.0,6.0,4.0,773.0,0.82,0.72,2019578900.0,62.0,47.0,0.358,0.04,0.992,0.22,112.81
371.0,2.0,6.0,4.0,772.0,0.79,0.72,1976121200.0,62.0,47.0,0.358,0.038,0.992,0.234,112.151
367.0,1.0,6.0,4.0,784.0,0.81,0.71,1999836200.0,64.0,48.0,0.05,0.038,0.993,0.235,110.991
367.0,2.0,6.0,4.0,781.0,0.81,0.73,2005575400.0,62.0,48.0,0.358,0.041,0.993,0.219,109.522
370.0,2.0,6.0,4.0,762.0,0.81,0.72,2016937200.0,62.0,47.0,0.358,0.04,0.992,0.228,108.75
371.0,1.0,6.0,4.0,755.0,0.81,0.72,1985475700.0,61.0,45.0,0.0,0.039,0.993,0.235,108.653
375.0,1.0,6.0,4.0,778.0,0.82,0.73,1983520300.0,64.0,47.0,0.0,0.04,0.992,0.23,108.133
369.0,2.0,6.0,4.0,772.0,0.81,0.72,1989514200.0,61.0,46.0,0.358,0.04,0.992,0.232,107.034
362.0,2.0,6.0,4.0,756.0,0.81,0.72,2008743000.0,62.0,47.0,0.358,0.039,0.991,0.239,106.605
362.0,1.0,6.0,4.0,749.0,0.81,0.72,2032408400.0,61.0,46.0,0.0,0.038,0.991,0.244,105.99
363.0,1.0,6.0,4.0,743.0,0.82,0.73,2008371200.0,62.0,46.0,0.0,0.04,0.992,0.237,105.292
364.0,2.0,6.0,4.0,769.0,0.81,0.72,1990880600.0,63.0,47.0,0.358,0.038,0.99,0.255,102.951
363.0,1.0,6.0,4.0,770.0,0.81,0.71,2033721100.0,64.0,48.0,0.083,0.037,0.992,0.258,102.879
362.0,2.0,6.0,4.0,760.0,0.81,0.71,1991178900.0,63.0,47.0,0.358,0.039,0.99,0.248,101.936
364.0,2.0,6.0,4.0,781.0,0.8,0.72,2005391500.0,63.0,48.0,0.363,0.04,0.99,0.247,99.542
364.0,1.0,6.0,4.0,764.0,0.81,0.72,2008288300.0,65.0,48.0,0.053,0.038,0.99,0.259,99.378
368.0,2.0,6.0,4.0,770.0,0.8,0.71,1983076100.0,64.0,48.0,0.386,0.041,0.99,0.245,99.325
372.0,2.0,6.0,4.0,762.0,0.79,0.72,1946711000.0,62.0,46.0,0.358,0.041,0.993,0.244,98.236
365.0,2.0,6.0,4.0,768.0,0.8,0.71,1990568600.0,62.0,46.0,0.358,0.038,0.991,0.266,97.939
361.0,2.0,6.0,4.0,775.0,0.81,0.71,1995162800.0,63.0,47.0,0.358,0.039,0.989,0.262,97.22
367.0,2.0,6.0,4.0,769.0,0.81,0.72,1987355900.0,62.0,46.0,0.358,0.039,0.99,0.262,97.093
361.0,2.0,6.0,4.0,761.0,0.79,0.71,1979396400.0,62.0,47.0,0.358,0.038,0.99,0.271,96.667
369.0,1.0,6.0,4.0,784.0,0.82,0.72,2015984600.0,64.0,48.0,0.041,0.041,0.992,0.253,96.614
366.0,1.0,6.0,4.0,783.0,0.82,0.72,2027806500.0,64.0,48.0,0.072,0.04,0.993,0.255,96.551
366.0,2.0,6.0,4.0,752.0,0.8,0.72,1984285200.0,61.0,45.0,0.358,0.043,0.994,0.242,96.451
359.0,2.0,6.0,4.0,755.0,0.8,0.71,2034204700.0,63.0,47.0,0.358,0.042,0.991,0.243,96.45
364.0,2.0,6.0,4.0,768.0,0.8,0.72,1967149700.0,61.0,46.0,0.358,0.037,0.992,0.28,95.925
361.0,2.0,6.0,4.0,764.0,0.81,0.72,2008538900.0,63.0,46.0,0.358,0.042,0.991,0.247,95.809
364.0,1.0,6.0,4.0,783.0,0.82,0.72,2025027100.0,65.0,48.0,0.031,0.041,0.993,0.252,95.638
369.0,2.0,6.0,4.0,768.0,0.8,0.72,1959459200.0,62.0,46.0,0.358,0.038,0.991,0.274,95.527
363.0,2.0,6.0,4.0,763.0,0.81,0.72,2039290500.0,62.0,48.0,0.358,0.041,0.99,0.256,95.137
363.0,2.0,6.0,4.0,785.0,0.82,0.72,1991458800.0,63.0,48.0,0.358,0.042,0.99,0.249,94.826
368.0,2.0,6.0,4.0,770.0,0.81,0.72,2000827900.0,64.0,48.0,0.38,0.042,0.99,0.251,93.472
364.0,2.0,6.0,4.0,780.0,0.81,0.72,2001931500.0,62.0,47.0,0.358,0.038,0.987,0.282,92.948
362.0,2.0,6.0,4.0,757.0,0.8,0.72,2030083300.0,62.0,46.0,0.358,0.041,0.99,0.258,92.812
367.0,2.0,6.0,4.0,752.0,0.8,0.72,1929318100.0,63.0,47.0,0.358,0.04,0.992,0.265,92.561
365.0,2.0,6.0,4.0,771.0,0.81,0.72,1999822700.0,63.0,48.0,0.369,0.04,0.988,0.271,92.364
365.0,1.0,6.0,4.0,793.0,0.82,0.72,2018093700.0,64.0,48.0,0.022,0.041,0.991,0.263,92.351
364.0,2.0,6.0,4.0,771.0,0.81,0.72,1996660200.0,63.0,48.0,0.389,0.039,0.988,0.274,92.235
359.0,1.0,6.0,4.0,770.0,0.81,0.71,2083148800.0,63.0,48.0,0.0,0.039,0.99,0.273,92.213
361.0,2.0,6.0,4.0,751.0,0.79,0.71,2002493300.0,62.0,47.0,0.358,0.04,0.99,0.267,92.124
369.0,2.0,6.0,4.0,762.0,0.8,0.72,1964017900.0,61.0,46.0,0.358,0.039,0.992,0.277,91.841
362.0,2.0,6.0,4.0,760.0,0.81,0.72,2021371100.0,63.0,46.0,0.358,0.043,0.99,0.253,91.317
367.0,2.0,6.0,4.0,738.0,0.79,0.71,1972201100.0,62.0,46.0,0.358,0.043,0.993,0.256,90.638
368.0,1.0,6.0,4.0,786.0,0.82,0.72,2001667000.0,65.0,48.0,0.068,0.042,0.992,0.265,90.164
364.0,2.0,6.0,4.0,760.0,0.81,0.72,2025842000.0,63.0,48.0,0.358,0.042,0.989,0.264,89.349
370.0,1.0,6.0,4.0,791.0,0.82,0.72,2002527700.0,64.0,48.0,0.006,0.041,0.99,0.27,89.128
364.0,2.0,6.0,4.0,766.0,0.81,0.72,2026303200.0,60.0,46.0,0.358,0.042,0.99,0.262,88.88
368.0,1.0,6.0,4.0,779.0,0.82,0.72,2045064700.0,65.0,48.0,0.037,0.043,0.995,0.263,88.393
364.0,2.0,6.0,4.0,776.0,0.82,0.72,1990487600.0,62.0,48.0,0.358,0.039,0.987,0.286,88.348
367.0,2.0,6.0,4.0,764.0,0.81,0.72,1984135600.0,62.0,46.0,0.358,0.039,0.989,0.285,88.302
362.0,2.0,6.0,4.0,759.0,0.81,0.72,2000013600.0,63.0,46.0,0.358,0.042,0.989,0.269,88.019
367.0,2.0,6.0,4.0,788.0,0.82,0.72,1960842900.0,62.0,47.0,0.358,0.039,0.987,0.29,87.347
364.0,2.0,6.0,4.0,763.0,0.82,0.72,2045817100.0,62.0,46.0,0.358,0.043,0.989,0.264,87.186
365.0,2.0,6.0,4.0,785.0,0.81,0.72,2006501900.0,61.0,47.0,0.358,0.039,0.987,0.289,87.064
365.0,2.0,6.0,4.0,778.0,0.82,0.73,2024235500.0,62.0,46.0,0.358,0.044,0.989,0.262,86.687
361.0,2.0,6.0,4.0,780.0,0.81,0.71,1978777300.0,61.0,46.0,0.358,0.04,0.989,0.289,86.388
364.0,2.0,6.0,4.0,779.0,0.81,0.72,2041027200.0,61.0,46.0,0.358,0.042,0.988,0.272,86.379
372.0,2.0,6.0,4.0,776.0,0.81,0.72,1946395000.0,60.0,46.0,0.358,0.042,0.991,0.27,86.351
367.0,2.0,6.0,4.0,764.0,0.8,0.72,1962688100.0,62.0,45.0,0.358,0.04,0.991,0.29,85.871
366.0,2.0,6.0,4.0,753.0,0.81,0.72,2039775900.0,61.0,46.0,0.358,0.044,0.989,0.263,85.803
368.0,2.0,6.0,4.0,782.0,0.8,0.72,1948891600.0,62.0,47.0,0.358,0.037,0.986,0.311,85.334
363.0,2.0,6.0,4.0,781.0,0.82,0.72,2034502900.0,61.0,46.0,0.358,0.043,0.988,0.27,84.835
361.0,2.0,6.0,4.0,757.0,0.81,0.72,2004962000.0,63.0,46.0,0.358,0.043,0.989,0.274,84.623
361.0,2.0,6.0,4.0,758.0,0.81,0.72,1990237600.0,63.0,48.0,0.358,0.041,0.987,0.288,83.558
374.0,2.0,6.0,4.0,787.0,0.81,0.73,1959496700.0,63.0,48.0,0.37,0.044,0.988,0.27,83.536
362.0,2.0,6.0,4.0,783.0,0.81,0.72,2011694600.0,62.0,47.0,0.358,0.039,0.985,0.304,83.52
366.0,2.0,6.0,4.0,784.0,0.82,0.72,2001575400.0,63.0,48.0,0.367,0.043,0.988,0.278,82.939
365.0,2.0,6.0,4.0,791.0,0.82,0.72,1950982900.0,63.0,47.0,0.358,0.041,0.986,0.294,82.035
365.0,2.0,6.0,4.0,785.0,0.83,0.72,2006221200.0,62.0,46.0,0.358,0.043,0.988,0.278,81.994
359.0,2.0,6.0,4.0,774.0,0.81,0.72,1995321300.0,63.0,48.0,0.358,0.041,0.986,0.297,81.909
359.0,2.0,6.0,4.0,766.0,0.81,0.72,1987374300.0,64.0,48.0,0.358,0.042,0.987,0.287,81.833
367.0,2.0,6.0,4.0,750.0,0.79,0.72,1985767700.0,62.0,46.0,0.358,0.042,0.99,0.291,81.485
365.0,1.0,6.0,4.0,748.0,0.82,0.73,2063094000.0,62.0,46.0,0.0,0.042,0.986,0.29,80.856
365.0,2.0,6.0,4.0,756.0,0.8,0.72,1950507500.0,61.0,45.0,0.358,0.041,0.993,0.297,80.772
363.0,2.0,6.0,4.0,769.0,0.81,0.72,1979426800.0,61.0,46.0,0.358,0.038,0.987,0.322,80.463
372.0,2.0,6.0,4.0,749.0,0.81,0.73,2012791600.0,61.0,46.0,0.358,0.046,0.99,0.269,80.099
371.0,2.0,6.0,4.0,754.0,0.81,0.73,1968394800.0,61.0,46.0,0.358,0.043,0.991,0.289,80.092
369.0,1.0,6.0,4.0,735.0,0.81,0.73,2004008800.0,61.0,45.0,0.0,0.043,0.99,0.286,80.001
364.0,2.0,6.0,4.0,782.0,0.82,0.72,1986699800.0,64.0,47.0,0.358,0.042,0.986,0.296,79.983
360.0,2.0,6.0,4.0,776.0,0.81,0.72,1981240000.0,63.0,47.0,0.358,0.038,0.984,0.321,79.558
370.0,2.0,6.0,4.0,792.0,0.82,0.72,1946697900.0,63.0,47.0,0.358,0.043,0.986,0.291,79.479
369.0,1.0,6.0,4.0,797.0,0.83,0.72,2025615100.0,64.0,48.0,0.056,0.044,0.993,0.284,79.224
366.0,1.0,6.0,4.0,791.0,0.83,0.72,2048746200.0,64.0,48.0,0.05,0.044,0.992,0.287,79.146
372.0,2.0,6.0,4.0,766.0,0.8,0.72,1941721600.0,62.0,46.0,0.358,0.04,0.989,0.314,78.993
371.0,1.0,6.0,4.0,799.0,0.83,0.72,1993713200.0,64.0,48.0,0.071,0.043,0.99,0.291,78.744
365.0,2.0,6.0,4.0,784.0,0.81,0.72,1982104800.0,64.0,48.0,0.386,0.042,0.986,0.299,78.48
365.0,2.0,6.0,4.0,755.0,0.8,0.72,1944044000.0,61.0,45.0,0.358,0.042,0.992,0.302,78.471
374.0,1.0,6.0,4.0,761.0,0.82,0.73,2005964800.0,60.0,45.0,0.0,0.044,0.988,0.285,78.284
371.0,2.0,6.0,4.0,766.0,0.81,0.72,1991762700.0,60.0,45.0,0.358,0.045,0.99,0.284,77.909
365.0,1.0,6.0,4.0,790.0,0.82,0.72,2024062700.0,65.0,48.0,0.081,0.042,0.99,0.3,77.876
362.0,2.0,6.0,4.0,770.0,0.81,0.72,1999198000.0,60.0,46.0,0.358,0.041,0.988,0.311,77.639
370.0,2.0,6.0,4.0,788.0,0.81,0.72,1964558100.0,64.0,48.0,0.409,0.043,0.986,0.297,77.207
365.0,2.0,6.0,4.0,764.0,0.8,0.72,1988847200.0,60.0,45.0,0.358,0.043,0.99,0.302,77.062
365.0,2.0,6.0,4.0,752.0,0.82,0.73,2039311900.0,62.0,46.0,0.358,0.046,0.988,0.281,76.784
360.0,2.0,6.0,4.0,787.0,0.81,0.72,1988759800.0,62.0,48.0,0.358,0.04,0.983,0.32,76.781
366.0,2.0,6.0,4.0,781.0,0.82,0.73,1970954000.0,63.0,47.0,0.358,0.041,0.984,0.314,76.573
360.0,2.0,6.0,4.0,788.0,0.82,0.72,2006759400.0,64.0,47.0,0.358,0.044,0.987,0.292,76.497
364.0,2.0,6.0,4.0,750.0,0.79,0.71,2004898300.0,63.0,48.0,0.382,0.043,0.986,0.301,76.301
368.0,1.0,6.0,4.0,801.0,0.83,0.72,2047497000.0,63.0,48.0,0.035,0.044,0.992,0.297,76.225
369.0,1.0,6.0,4.0,795.0,0.82,0.72,2006924800.0,65.0,48.0,0.107,0.043,0.991,0.301,76.078
365.0,2.0,6.0,4.0,785.0,0.8,0.72,1964940000.0,62.0,47.0,0.358,0.036,0.98,0.365,74.719
364.0,2.0,6.0,4.0,773.0,0.79,0.72,1961774000.0,61.0,45.0,0.358,0.04,0.988,0.33,74.585
367.0,2.0,6.0,4.0,755.0,0.81,0.72,1957000100.0,62.0,45.0,0.358,0.042,0.989,0.317,74.425
364.0,2.0,6.0,4.0,791.0,0.83,0.73,1998057200.0,64.0,48.0,0.358,0.047,0.988,0.281,74.282
361.0,2.0,6.0,4.0,748.0,0.81,0.72,1990401500.0,63.0,46.0,0.358,0.043,0.987,0.31,73.988
372.0,1.0,6.0,4.0,789.0,0.81,0.72,2006043400.0,66.0,48.0,0.134,0.044,0.992,0.308,73.869
360.0,2.0,6.0,4.0,773.0,0.8,0.72,1978852400.0,60.0,46.0,0.358,0.04,0.987,0.335,73.842
363.0,2.0,6.0,4.0,758.0,0.82,0.72,2007564400.0,61.0,45.0,0.358,0.044,0.988,0.303,73.638
364.0,1.0,6.0,4.0,735.0,0.8,0.72,2058586400.0,61.0,45.0,0.0,0.043,0.985,0.314,73.482
372.0,2.0,6.0,4.0,747.0,0.81,0.72,2005377000.0,60.0,45.0,0.358,0.048,0.99,0.283,72.651
365.0,2.0,6.0,4.0,798.0,0.82,0.72,2008866000.0,64.0,48.0,0.424,0.046,0.989,0.294,72.497
367.0,2.0,6.0,4.0,737.0,0.79,0.72,1969426000.0,62.0,46.0,0.358,0.043,0.991,0.321,72.374
362.0,2.0,6.0,4.0,745.0,0.8,0.72,1981341600.0,62.0,46.0,0.358,0.04,0.986,0.337,72.305
363.0,2.0,6.0,4.0,739.0,0.8,0.72,1996508400.0,61.0,46.0,0.358,0.042,0.987,0.324,72.183
368.0,2.0,6.0,4.0,788.0,0.82,0.72,1944177400.0,64.0,48.0,0.368,0.045,0.985,0.308,71.776
372.0,2.0,6.0,4.0,793.0,0.82,0.73,1976287500.0,64.0,48.0,0.391,0.047,0.988,0.291,71.646
361.0,2.0,6.0,4.0,750.0,0.81,0.72,1986395900.0,62.0,45.0,0.358,0.043,0.988,0.325,70.513
365.0,2.0,6.0,4.0,777.0,0.8,0.72,1931786400.0,64.0,48.0,0.358,0.041,0.982,0.34,70.315
364.0,2.0,6.0,4.0,736.0,0.79,0.72,2003901300.0,62.0,46.0,0.358,0.044,0.987,0.324,69.653
361.0,2.0,6.0,4.0,737.0,0.79,0.71,1991354000.0,61.0,45.0,0.358,0.046,0.991,0.311,69.063
368.0,2.0,6.0,4.0,757.0,0.8,0.72,2007796200.0,60.0,45.0,0.358,0.045,0.988,0.317,68.757
360.0,2.0,6.0,4.0,754.0,0.79,0.71,1957473800.0,61.0,45.0,0.358,0.043,0.99,0.335,68.554
365.0,2.0,6.0,4.0,796.0,0.82,0.72,1984532000.0,62.0,47.0,0.358,0.04,0.98,0.355,68.447
370.0,2.0,6.0,4.0,784.0,0.8,0.72,1954256100.0,61.0,46.0,0.358,0.04,0.983,0.358,68.319
367.0,2.0,6.0,4.0,811.0,0.82,0.72,1963675900.0,63.0,48.0,0.362,0.045,0.983,0.327,67.182
364.0,2.0,6.0,4.0,789.0,0.82,0.72,1988440600.0,65.0,48.0,0.452,0.046,0.984,0.332,65.097
367.0,2.0,6.0,4.0,744.0,0.79,0.72,1920403800.0,61.0,46.0,0.358,0.044,0.991,0.35,64.106
367.0,2.0,6.0,4.0,733.0,0.8,0.72,2024288800.0,61.0,45.0,0.358,0.047,0.986,0.328,63.505
363.0,2.0,6.0,4.0,738.0,0.79,0.72,2003688300.0,61.0,45.0,0.358,0.046,0.988,0.343,62.61
364.0,2.0,6.0,4.0,809.0,0.82,0.72,2006128400.0,64.0,48.0,0.424,0.047,0.984,0.34,61.022
363.0,2.0,6.0,4.0,769.0,0.79,0.72,1989967100.0,59.0,45.0,0.358,0.045,0.985,0.366,60.343
365.0,2.0,6.0,4.0,781.0,0.82,0.72,1974471000.0,60.0,45.0,0.358,0.044,0.982,0.369,60.26
362.0,2.0,6.0,4.0,755.0,0.79,0.72,1932460300.0,61.0,45.0,0.358,0.044,0.987,0.389,58.163
363.0,2.0,6.0,4.0,753.0,0.8,0.72,1966207400.0,60.0,44.0,0.358,0.045,0.987,0.383,57.682
361.0,2.0,6.0,4.0,742.0,0.79,0.72,1957171800.0,62.0,45.0,0.358,0.044,0.985,0.391,57.445
366.0,2.0,6.0,4.0,798.0,0.82,0.71,2013190100.0,65.0,48.0,0.512,0.049,0.988,0.355,57.309
361.0,2.0,6.0,4.0,737.0,0.8,0.72,1994708000.0,61.0,44.0,0.358,0.047,0.986,0.366,57.229
365.0,2.0,6.0,4.0,769.0,0.81,0.72,2037856000.0,60.0,44.0,0.358,0.047,0.981,0.364,57.126
364.0,2.0,6.0,4.0,735.0,0.79,0.71,2017379300.0,59.0,46.0,0.358,0.048,0.985,0.358,56.976
361.0,2.0,6.0,4.0,721.0,0.79,0.72,1999455700.0,60.0,45.0,0.358,0.05,0.987,0.347,56.696
365.0,2.0,6.0,4.0,756.0,0.81,0.72,1957462400.0,60.0,44.0,0.358,0.045,0.987,0.387,56.166
369.0,2.0,6.0,4.0,813.0,0.83,0.73,1963624000.0,64.0,48.0,0.377,0.05,0.982,0.354,55.763
364.0,2.0,6.0,4.0,755.0,0.81,0.72,2044021800.0,59.0,44.0,0.358,0.051,0.983,0.349,55.564
365.0,2.0,6.0,4.0,809.0,0.82,0.72,1992701000.0,65.0,48.0,0.505,0.049,0.986,0.367,55.332
362.0,2.0,6.0,4.0,741.0,0.79,0.72,1988293600.0,59.0,44.0,0.358,0.051,0.99,0.354,55.286
359.0,2.0,6.0,4.0,752.0,0.81,0.72,2046480400.0,60.0,45.0,0.358,0.049,0.981,0.367,55.162
365.0,2.0,6.0,4.0,730.0,0.8,0.72,1938551400.0,61.0,45.0,0.358,0.045,0.986,0.403,54.034
373.0,2.0,6.0,4.0,763.0,0.79,0.72,1954731900.0,58.0,45.0,0.358,0.049,0.987,0.379,53.646
365.0,2.0,6.0,4.0,729.0,0.8,0.72,1999691900.0,60.0,44.0,0.358,0.05,0.986,0.372,53.217
359.0,2.0,6.0,4.0,724.0,0.79,0.71,1991784300.0,60.0,45.0,0.358,0.05,0.987,0.376,52.407
371.0,2.0,6.0,4.0,741.0,0.79,0.72,2010215200.0,59.0,44.0,0.358,0.053,0.986,0.354,52.253
366.0,2.0,6.0,4.0,732.0,0.79,0.72,1976769300.0,60.0,45.0,0.358,0.048,0.986,0.399,51.881
356.0,2.0,6.0,4.0,747.0,0.8,0.72,2017704700.0,60.0,45.0,0.358,0.048,0.981,0.401,51.114
358.0,2.0,6.0,4.0,760.0,0.81,0.72,2042201100.0,59.0,45.0,0.358,0.049,0.978,0.39,51.023
361.0,2.0,6.0,4.0,734.0,0.8,0.72,1988342800.0,61.0,44.0,0.358,0.047,0.984,0.41,50.838
359.0,2.0,6.0,4.0,729.0,0.79,0.72,2004786200.0,60.0,45.0,0.358,0.05,0.985,0.389,50.701
363.0,2.0,6.0,4.0,729.0,0.79,0.72,1973061400.0,61.0,44.0,0.358,0.048,0.987,0.413,49.989
360.0,2.0,6.0,4.0,747.0,0.81,0.72,2003845400.0,60.0,44.0,0.358,0.049,0.981,0.402,49.969
370.0,2.0,6.0,4.0,758.0,0.8,0.72,1945014800.0,59.0,44.0,0.358,0.048,0.987,0.413,49.667
379.0,2.0,6.0,4.0,741.0,0.8,0.73,1929328500.0,60.0,44.0,0.358,0.053,0.988,0.379,48.863
369.0,2.0,6.0,4.0,721.0,0.79,0.72,1940986400.0,60.0,44.0,0.358,0.052,0.991,0.387,48.766
368.0,2.0,6.0,4.0,727.0,0.81,0.72,2029523500.0,60.0,43.0,0.358,0.055,0.982,0.378,47.083
366.0,2.0,6.0,4.0,736.0,0.8,0.72,1960407800.0,59.0,43.0,0.358,0.051,0.987,0.421,45.77
371.0,2.0,6.0,4.0,734.0,0.8,0.73,1940713000.0,60.0,43.0,0.358,0.054,0.99,0.407,45.393
357.0,2.0,6.0,4.0,733.0,0.8,0.72,2044368400.0,60.0,44.0,0.358,0.053,0.978,0.422,43.771
364.0,2.0,6.0,4.0,766.0,0.8,0.72,1947888500.0,58.0,44.0,0.358,0.047,0.979,0.485,43.087
372.0,2.0,6.0,4.0,730.0,0.78,0.72,1907959300.0,59.0,44.0,0.358,0.057,0.993,0.408,42.94
357.0,2.0,6.0,4.0,745.0,0.8,0.72,1971080700.0,60.0,44.0,0.358,0.048,0.975,0.497,41.213
362.0,2.0,6.0,4.0,758.0,0.8,0.72,1937615600.0,58.0,43.0,0.358,0.051,0.984,0.48,40.317
362.0,2.0,6.0,4.0,732.0,0.8,0.72,2019920400.0,59.0,43.0,0.358,0.054,0.978,0.459,39.353
370.0,2.0,6.0,4.0,725.0,0.8,0.72,1979658000.0,59.0,43.0,0.358,0.054,0.982,0.459,39.331
367.0,2.0,6.0,4.0,751.0,0.77,0.72,1944945400.0,58.0,44.0,0.358,0.054,0.985,0.469,39.193
360.0,2.0,6.0,4.0,728.0,0.8,0.72,1995291900.0,60.0,43.0,0.358,0.052,0.978,0.478,39.101
364.0,2.0,6.0,4.0,714.0,0.78,0.72,1934991600.0,60.0,44.0,0.358,0.054,0.988,0.474,38.939
357.0,2.0,6.0,4.0,757.0,0.79,0.72,1966299400.0,59.0,44.0,0.358,0.049,0.973,0.521,38.337
