spark.memory.storageFraction,spark.executor.cores,spark.executor.memory,spark.executor.instances,spark.memory.fraction,spark.shuffle.file.buffer,spark.reducer.maxBlocksInFlightPerAddress,spark.default.parallelism,spark.reducer.maxSizeInFlight,spark.executor.memoryOverhead,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
0.83,4.0,5.0,5.0,0.57,48.0,2106439400.0,250.0,66.0,877.0,0.297,0.012,0.998,0.283,288.821
0.83,4.0,5.0,5.0,0.57,48.0,2094950800.0,250.0,67.0,874.0,0.238,0.013,0.998,0.27,287.025
0.81,4.0,5.0,5.0,0.58,45.0,2029233500.0,249.0,65.0,829.0,0.001,0.014,0.997,0.244,284.31
0.84,4.0,5.0,5.0,0.57,47.0,2092340200.0,240.0,67.0,863.0,0.076,0.016,0.998,0.216,281.714
0.83,4.0,5.0,5.0,0.57,48.0,2091771900.0,256.0,67.0,865.0,0.206,0.014,0.997,0.258,273.907
0.81,4.0,5.0,5.0,0.59,46.0,2028127900.0,245.0,63.0,832.0,0.008,0.014,0.998,0.265,273.826
0.84,4.0,5.0,5.0,0.57,48.0,2103004800.0,254.0,66.0,868.0,0.284,0.014,0.998,0.264,273.103
0.81,4.0,5.0,5.0,0.6,47.0,2023840500.0,248.0,63.0,823.0,0.043,0.014,0.998,0.256,272.619
0.82,4.0,5.0,5.0,0.57,48.0,2087782400.0,260.0,66.0,873.0,0.296,0.014,0.997,0.27,270.406
0.83,4.0,5.0,5.0,0.58,48.0,2095383900.0,253.0,66.0,877.0,0.263,0.015,0.998,0.253,269.507
0.84,4.0,5.0,5.0,0.57,48.0,2104756700.0,247.0,67.0,877.0,0.235,0.014,0.999,0.274,265.843
0.83,4.0,5.0,5.0,0.56,48.0,2092380200.0,249.0,67.0,873.0,0.267,0.014,0.999,0.271,263.512
0.83,4.0,5.0,5.0,0.56,48.0,2076009500.0,243.0,65.0,877.0,0.402,0.011,0.999,0.335,262.982
0.81,4.0,5.0,5.0,0.59,46.0,2045057400.0,260.0,65.0,841.0,0.042,0.017,0.997,0.231,261.233
0.81,4.0,5.0,5.0,0.59,46.0,2008664000.0,244.0,63.0,826.0,0.014,0.016,0.999,0.244,258.518
0.79,4.0,5.0,5.0,0.57,47.0,1974156400.0,248.0,61.0,829.0,0.042,0.016,0.997,0.245,249.087
0.84,4.0,5.0,5.0,0.56,48.0,2095662600.0,248.0,67.0,872.0,0.279,0.015,0.999,0.271,248.012
0.84,4.0,5.0,5.0,0.56,48.0,2096896300.0,244.0,67.0,872.0,0.19,0.016,0.999,0.257,247.83
0.83,4.0,5.0,5.0,0.57,46.0,2087169900.0,257.0,67.0,850.0,0.111,0.017,0.995,0.243,245.951
0.81,4.0,5.0,5.0,0.6,46.0,2054412900.0,252.0,65.0,833.0,0.061,0.016,0.996,0.258,234.269
0.81,4.0,5.0,5.0,0.59,45.0,2028646000.0,249.0,64.0,828.0,0.013,0.015,0.997,0.301,225.269
0.83,4.0,5.0,5.0,0.57,48.0,2112909400.0,255.0,67.0,877.0,0.156,0.016,0.997,0.276,224.017
0.82,4.0,5.0,5.0,0.58,46.0,1996240600.0,247.0,62.0,802.0,0.057,0.017,0.997,0.273,219.568
0.81,4.0,5.0,5.0,0.58,44.0,2036349200.0,249.0,65.0,831.0,0.004,0.016,0.996,0.286,219.178
0.82,4.0,5.0,5.0,0.56,48.0,2091479900.0,253.0,65.0,877.0,0.528,0.012,0.997,0.389,219.155
0.84,4.0,5.0,5.0,0.57,48.0,2109581300.0,248.0,66.0,877.0,0.428,0.013,0.997,0.356,219.006
0.83,4.0,5.0,5.0,0.55,48.0,2068969500.0,243.0,66.0,877.0,0.337,0.014,0.999,0.319,218.861
0.79,4.0,5.0,5.0,0.58,46.0,1988929800.0,250.0,62.0,826.0,0.001,0.019,0.999,0.244,215.142
0.8,4.0,5.0,5.0,0.6,46.0,2041284100.0,256.0,64.0,849.0,0.026,0.016,0.995,0.298,211.01
0.8,4.0,5.0,5.0,0.58,47.0,1977719200.0,247.0,61.0,816.0,0.02,0.018,0.998,0.274,204.867
0.83,4.0,5.0,5.0,0.56,48.0,2092290700.0,241.0,68.0,877.0,0.183,0.018,0.998,0.277,204.103
0.84,4.0,5.0,5.0,0.56,48.0,2108234200.0,249.0,67.0,875.0,0.248,0.016,0.998,0.302,203.821
0.84,4.0,5.0,5.0,0.56,48.0,2104269600.0,250.0,68.0,873.0,0.2,0.018,0.997,0.277,202.904
0.83,4.0,5.0,5.0,0.57,48.0,2111729900.0,252.0,67.0,877.0,0.408,0.015,0.998,0.335,200.677
0.81,4.0,5.0,5.0,0.58,45.0,2049587500.0,256.0,66.0,830.0,0.022,0.018,0.995,0.272,199.59
0.8,4.0,5.0,5.0,0.59,45.0,2030094600.0,249.0,65.0,833.0,0.024,0.017,0.996,0.306,193.476
0.83,4.0,5.0,5.0,0.57,48.0,2111499000.0,255.0,66.0,877.0,0.457,0.015,0.997,0.357,192.766
0.84,4.0,5.0,5.0,0.56,48.0,2103668200.0,242.0,67.0,877.0,0.264,0.017,0.999,0.298,192.255
0.8,4.0,5.0,5.0,0.58,45.0,2003965600.0,252.0,63.0,814.0,0.003,0.02,0.998,0.263,191.357
0.84,4.0,5.0,5.0,0.56,48.0,2095362000.0,240.0,67.0,877.0,0.274,0.018,1.0,0.297,188.529
0.82,4.0,5.0,5.0,0.6,46.0,2022891000.0,248.0,63.0,814.0,0.082,0.016,0.997,0.327,187.319
0.8,4.0,5.0,5.0,0.59,47.0,2006591100.0,262.0,62.0,826.0,0.059,0.021,0.999,0.252,184.26
0.8,4.0,5.0,5.0,0.6,46.0,2048303500.0,263.0,65.0,848.0,0.064,0.02,0.996,0.273,179.656
0.83,4.0,5.0,5.0,0.55,48.0,2086003000.0,242.0,67.0,877.0,0.295,0.017,0.999,0.327,178.6
0.8,4.0,5.0,5.0,0.58,44.0,2022109200.0,254.0,65.0,834.0,0.001,0.019,0.996,0.287,178.181
0.8,4.0,5.0,5.0,0.59,46.0,2000849800.0,248.0,62.0,817.0,0.027,0.019,0.999,0.292,177.99
0.8,4.0,5.0,5.0,0.6,47.0,2004273400.0,253.0,62.0,822.0,0.03,0.02,0.999,0.278,177.898
0.84,4.0,5.0,5.0,0.56,48.0,2106563100.0,247.0,67.0,877.0,0.447,0.016,0.999,0.363,176.914
0.84,4.0,5.0,5.0,0.56,48.0,2117591400.0,246.0,67.0,877.0,0.363,0.017,0.998,0.347,174.554
0.8,4.0,5.0,5.0,0.59,45.0,2008926200.0,247.0,64.0,818.0,0.02,0.017,0.997,0.333,173.313
0.84,4.0,5.0,5.0,0.55,48.0,2093393900.0,253.0,67.0,862.0,0.334,0.017,0.997,0.332,173.017
0.79,4.0,5.0,5.0,0.57,45.0,1979626900.0,244.0,63.0,822.0,0.06,0.019,0.995,0.308,172.645
0.84,4.0,5.0,5.0,0.56,48.0,2115521500.0,250.0,66.0,877.0,0.535,0.016,0.998,0.407,156.782
0.84,4.0,5.0,5.0,0.56,48.0,2114995300.0,246.0,68.0,877.0,0.354,0.018,0.998,0.359,154.964
0.81,4.0,5.0,5.0,0.59,44.0,2020510700.0,247.0,64.0,809.0,0.018,0.019,0.995,0.347,153.948
0.84,4.0,5.0,5.0,0.55,48.0,2104418000.0,248.0,68.0,877.0,0.311,0.019,0.998,0.358,145.421
0.8,4.0,5.0,5.0,0.58,45.0,1981335400.0,247.0,62.0,804.0,0.026,0.022,0.997,0.329,140.14
0.81,4.0,5.0,5.0,0.59,44.0,2024253700.0,255.0,64.0,814.0,0.044,0.021,0.996,0.339,139.347
0.8,4.0,5.0,5.0,0.59,45.0,2006065000.0,250.0,63.0,812.0,0.035,0.021,0.997,0.348,137.195
0.84,4.0,5.0,5.0,0.56,48.0,2116250200.0,244.0,67.0,877.0,0.516,0.017,0.999,0.431,134.452
0.79,4.0,5.0,5.0,0.6,46.0,2014416600.0,256.0,63.0,828.0,0.029,0.022,0.997,0.344,132.388
0.8,4.0,5.0,5.0,0.59,45.0,2004355100.0,247.0,63.0,813.0,0.032,0.02,0.996,0.404,125.53
0.84,4.0,5.0,5.0,0.56,48.0,2132820700.0,250.0,68.0,877.0,0.481,0.02,0.998,0.414,122.753
0.8,4.0,5.0,5.0,0.58,46.0,1959104800.0,239.0,61.0,812.0,0.027,0.025,0.996,0.337,120.515
0.8,4.0,5.0,5.0,0.59,44.0,2037549300.0,262.0,65.0,823.0,0.02,0.025,0.995,0.345,115.516
0.78,4.0,5.0,5.0,0.6,47.0,2013502200.0,259.0,62.0,840.0,0.009,0.022,0.994,0.386,114.591
0.85,4.0,5.0,5.0,0.56,48.0,2130238000.0,249.0,68.0,877.0,0.501,0.02,0.998,0.435,112.847
0.8,4.0,5.0,5.0,0.59,45.0,1982398100.0,252.0,62.0,802.0,0.044,0.026,0.997,0.367,106.1
0.84,4.0,5.0,5.0,0.55,48.0,2124243200.0,246.0,68.0,877.0,0.591,0.02,0.998,0.468,105.914
0.77,4.0,5.0,5.0,0.59,47.0,1977670700.0,259.0,61.0,833.0,0.016,0.026,0.996,0.363,105.375
0.79,4.0,5.0,5.0,0.59,45.0,1983406100.0,250.0,62.0,801.0,0.004,0.026,0.998,0.388,98.601
0.84,4.0,5.0,5.0,0.54,48.0,2104900200.0,245.0,68.0,877.0,0.559,0.021,0.998,0.474,98.565
0.85,4.0,5.0,5.0,0.56,48.0,2142983600.0,250.0,69.0,877.0,0.534,0.023,0.997,0.466,93.321
0.78,4.0,5.0,5.0,0.6,46.0,1995303800.0,259.0,62.0,825.0,0.004,0.027,0.997,0.396,92.582
0.85,4.0,5.0,5.0,0.55,48.0,2137082200.0,247.0,69.0,877.0,0.581,0.023,0.998,0.48,89.815
0.84,4.0,5.0,5.0,0.54,48.0,2124135400.0,246.0,68.0,877.0,0.642,0.022,0.998,0.521,87.488
0.81,4.0,5.0,5.0,0.59,43.0,1996064400.0,249.0,63.0,790.0,0.002,0.027,0.993,0.455,82.278
0.79,4.0,5.0,5.0,0.6,45.0,1990506800.0,259.0,62.0,804.0,0.023,0.031,0.998,0.401,80.956
0.81,4.0,5.0,5.0,0.59,43.0,2044506900.0,265.0,66.0,809.0,0.009,0.03,0.989,0.416,78.949
0.85,4.0,5.0,5.0,0.55,48.0,2144573700.0,251.0,69.0,877.0,0.586,0.025,0.997,0.507,78.126
0.79,4.0,5.0,5.0,0.57,42.0,1953199500.0,247.0,63.0,799.0,0.017,0.028,0.989,0.499,71.413
0.78,4.0,5.0,5.0,0.6,45.0,1956621300.0,251.0,61.0,810.0,0.015,0.031,0.996,0.472,67.46
0.8,4.0,5.0,5.0,0.59,44.0,1959754600.0,248.0,61.0,778.0,0.07,0.032,0.994,0.517,60.881
0.79,4.0,5.0,5.0,0.58,42.0,1968024300.0,251.0,63.0,784.0,0.042,0.032,0.989,0.525,58.552
0.8,4.0,5.0,5.0,0.61,43.0,2007478300.0,254.0,63.0,796.0,0.015,0.032,0.992,0.539,57.434
0.78,4.0,5.0,5.0,0.59,45.0,1936439400.0,262.0,60.0,795.0,0.005,0.038,0.996,0.491,52.931
0.79,4.0,5.0,5.0,0.6,45.0,1952799700.0,256.0,59.0,792.0,0.031,0.038,0.997,0.506,52.56
0.79,4.0,5.0,5.0,0.59,42.0,1962641700.0,255.0,63.0,780.0,0.012,0.036,0.992,0.551,49.584
0.79,4.0,5.0,5.0,0.6,43.0,1951899000.0,244.0,61.0,791.0,0.013,0.036,0.993,0.584,46.874
0.79,4.0,5.0,5.0,0.59,42.0,1950605400.0,255.0,62.0,771.0,0.026,0.04,0.99,0.589,42.524
0.78,4.0,5.0,5.0,0.62,43.0,1990996000.0,265.0,63.0,800.0,0.028,0.041,0.993,0.589,41.144
0.77,4.0,5.0,5.0,0.59,45.0,1894225400.0,249.0,57.0,782.0,0.015,0.043,0.986,0.618,37.521
0.77,4.0,5.0,5.0,0.6,43.0,1912396900.0,266.0,60.0,779.0,0.006,0.05,0.994,0.648,30.585
0.78,4.0,5.0,5.0,0.61,42.0,1937801500.0,251.0,60.0,774.0,0.009,0.046,0.992,0.705,30.574
0.76,4.0,5.0,5.0,0.6,41.0,1944526000.0,261.0,62.0,789.0,0.01,0.048,0.99,0.693,30.013
0.77,3.0,5.0,5.0,0.61,44.0,1939387400.0,260.0,60.0,793.0,0.018,0.069,0.995,0.658,21.781
0.76,3.0,5.0,5.0,0.61,40.0,1902724100.0,257.0,59.0,748.0,0.039,0.086,0.985,0.91,12.528
spark.memory.storageFraction,spark.executor.cores,spark.executor.memory,spark.executor.instances,spark.memory.fraction,spark.shuffle.file.buffer,spark.reducer.maxBlocksInFlightPerAddress,spark.default.parallelism,spark.reducer.maxSizeInFlight,spark.executor.memoryOverhead,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
0.51,3.0,6.0,4.0,0.9,44.0,1251428100.0,402.0,30.0,663.0,0.0,0.005,0.998,0.141,1548.709
0.5,3.0,6.0,4.0,0.9,43.0,1257725200.0,403.0,30.0,661.0,0.0,0.005,0.998,0.131,1443.822
0.5,3.0,6.0,4.0,0.9,43.0,1253258000.0,404.0,30.0,662.0,0.0,0.005,0.998,0.14,1426.795
0.5,3.0,6.0,4.0,0.9,43.0,1271850900.0,403.0,30.0,662.0,2.117,0.006,0.999,0.118,1353.378
0.52,3.0,6.0,4.0,0.9,44.0,1226425900.0,399.0,30.0,664.0,0.0,0.008,0.999,0.096,1333.402
0.51,3.0,6.0,4.0,0.89,43.0,1262421800.0,401.0,31.0,666.0,0.0,0.005,0.997,0.184,1167.784
0.52,3.0,6.0,4.0,0.89,43.0,1253185200.0,398.0,29.0,663.0,0.0,0.007,0.999,0.124,1137.157
0.51,3.0,6.0,4.0,0.89,43.0,1288018800.0,404.0,30.0,663.0,0.0,0.005,0.996,0.215,1018.464
0.51,3.0,6.0,4.0,0.9,43.0,1193632900.0,401.0,30.0,667.0,0.001,0.005,0.996,0.184,985.525
0.5,3.0,6.0,4.0,0.9,44.0,1248260100.0,406.0,30.0,664.0,2.186,0.007,0.999,0.144,975.924
0.51,3.0,6.0,4.0,0.89,43.0,1266708900.0,402.0,29.0,663.0,0.0,0.006,0.997,0.18,974.175
0.51,3.0,6.0,4.0,0.89,43.0,1223916000.0,403.0,31.0,665.0,0.0,0.006,0.997,0.185,932.875
0.52,3.0,6.0,4.0,0.89,42.0,1249640000.0,396.0,30.0,665.0,0.0,0.006,0.998,0.184,909.395
0.52,3.0,6.0,4.0,0.89,43.0,1209144800.0,398.0,30.0,667.0,0.0,0.006,0.997,0.19,898.11
0.51,3.0,6.0,4.0,0.9,44.0,1218366000.0,400.0,29.0,663.0,0.0,0.01,0.999,0.115,892.101
0.51,3.0,6.0,4.0,0.9,43.0,1184028400.0,401.0,30.0,661.0,0.018,0.007,0.997,0.165,881.362
0.51,3.0,6.0,4.0,0.89,43.0,1220899300.0,402.0,29.0,662.0,0.0,0.006,0.997,0.182,880.167
0.51,3.0,6.0,4.0,0.9,44.0,1202175500.0,402.0,30.0,662.0,0.0,0.008,0.998,0.146,873.209
0.52,3.0,6.0,4.0,0.89,43.0,1264829200.0,398.0,29.0,669.0,0.0,0.008,0.999,0.146,855.876
0.5,3.0,6.0,4.0,0.9,43.0,1202760700.0,404.0,30.0,658.0,0.0,0.009,0.998,0.149,785.334
0.52,3.0,6.0,4.0,0.88,43.0,1257670400.0,400.0,30.0,662.0,0.0,0.005,0.996,0.27,759.862
0.5,3.0,6.0,4.0,0.9,44.0,1247993000.0,403.0,31.0,664.0,0.032,0.01,0.998,0.14,734.675
0.51,3.0,6.0,4.0,0.9,43.0,1271353000.0,404.0,31.0,661.0,0.0,0.008,0.997,0.17,734.501
0.5,3.0,6.0,4.0,0.9,43.0,1234618600.0,399.0,29.0,665.0,0.0,0.008,0.997,0.175,712.462
0.52,3.0,6.0,4.0,0.89,44.0,1255302900.0,396.0,31.0,662.0,0.0,0.01,0.998,0.142,686.835
0.5,3.0,6.0,4.0,0.9,43.0,1217304600.0,405.0,31.0,663.0,2.136,0.01,0.998,0.145,675.663
0.51,3.0,6.0,4.0,0.89,44.0,1235206300.0,400.0,28.0,660.0,0.0,0.011,0.998,0.136,666.321
0.51,3.0,6.0,4.0,0.89,42.0,1260660200.0,400.0,29.0,665.0,0.0,0.007,0.996,0.21,656.782
0.52,3.0,6.0,4.0,0.88,43.0,1267347200.0,401.0,29.0,652.0,0.0,0.01,0.999,0.157,623.302
0.51,3.0,6.0,4.0,0.9,43.0,1214560400.0,400.0,28.0,657.0,0.005,0.012,0.998,0.141,593.712
0.51,3.0,6.0,4.0,0.9,44.0,1207157500.0,400.0,31.0,664.0,0.046,0.01,0.998,0.162,589.456
0.52,3.0,6.0,4.0,0.9,44.0,1221953500.0,401.0,31.0,662.0,0.0,0.011,0.998,0.15,588.063
0.51,3.0,6.0,4.0,0.88,43.0,1219848800.0,403.0,28.0,663.0,0.0,0.011,0.998,0.157,583.8
0.5,3.0,6.0,4.0,0.9,44.0,1189913700.0,401.0,30.0,663.0,2.14,0.01,0.998,0.169,570.47
0.5,3.0,6.0,4.0,0.9,43.0,1213318700.0,401.0,29.0,662.0,0.036,0.01,0.997,0.182,567.561
0.51,3.0,6.0,4.0,0.88,43.0,1232948100.0,405.0,29.0,657.0,0.0,0.008,0.995,0.225,562.343
0.53,3.0,6.0,4.0,0.89,43.0,1247839900.0,399.0,31.0,663.0,0.0,0.008,0.996,0.225,532.118
0.52,3.0,6.0,4.0,0.88,43.0,1258257900.0,397.0,29.0,659.0,0.0,0.009,0.997,0.199,530.004
0.53,3.0,6.0,4.0,0.89,43.0,1251852300.0,397.0,31.0,666.0,0.0,0.009,0.997,0.218,526.496
0.51,3.0,6.0,4.0,0.9,44.0,1259315000.0,405.0,32.0,666.0,0.013,0.012,0.997,0.156,526.114
0.51,3.0,6.0,4.0,0.89,42.0,1202046700.0,398.0,28.0,665.0,0.0,0.013,0.998,0.142,524.184
0.52,3.0,6.0,4.0,0.88,43.0,1289192700.0,405.0,30.0,659.0,0.0,0.009,0.997,0.225,516.238
0.52,3.0,6.0,4.0,0.89,43.0,1214658300.0,398.0,29.0,662.0,0.0,0.009,0.996,0.213,509.478
0.51,3.0,6.0,4.0,0.9,44.0,1197582800.0,399.0,29.0,664.0,0.026,0.011,0.998,0.171,509.196
0.53,3.0,6.0,4.0,0.88,43.0,1221032100.0,404.0,29.0,663.0,0.0,0.012,0.998,0.17,506.657
0.5,3.0,6.0,4.0,0.9,44.0,1211663400.0,400.0,29.0,662.0,2.164,0.012,0.998,0.159,506.557
0.51,3.0,6.0,4.0,0.9,43.0,1185594000.0,399.0,31.0,666.0,0.028,0.01,0.995,0.209,484.065
0.52,3.0,6.0,4.0,0.89,43.0,1265922800.0,397.0,31.0,663.0,0.0,0.008,0.995,0.248,481.963
0.52,3.0,6.0,4.0,0.88,43.0,1208165900.0,404.0,29.0,664.0,0.0,0.011,0.996,0.197,480.503
0.51,3.0,6.0,4.0,0.9,44.0,1202793000.0,400.0,31.0,663.0,0.012,0.011,0.996,0.19,477.743
0.5,3.0,6.0,4.0,0.9,43.0,1200031000.0,398.0,29.0,662.0,0.024,0.011,0.997,0.187,463.733
0.52,3.0,6.0,4.0,0.88,43.0,1290761700.0,406.0,30.0,656.0,0.0,0.009,0.998,0.231,459.396
0.5,3.0,6.0,4.0,0.9,43.0,1183145200.0,403.0,30.0,660.0,0.012,0.01,0.995,0.229,456.192
0.53,3.0,6.0,4.0,0.87,42.0,1261264000.0,402.0,30.0,667.0,0.0,0.01,0.998,0.223,442.14
0.5,3.0,6.0,4.0,0.9,44.0,1182727400.0,401.0,30.0,659.0,4.222,0.012,0.998,0.196,440.142
0.5,3.0,6.0,4.0,0.9,44.0,1222473100.0,402.0,29.0,662.0,2.239,0.011,0.998,0.205,422.978
0.5,3.0,6.0,4.0,0.89,42.0,1211674500.0,399.0,29.0,659.0,0.0,0.012,0.996,0.197,422.586
0.5,3.0,6.0,4.0,0.9,44.0,1197459200.0,397.0,30.0,662.0,2.204,0.011,0.996,0.217,419.58
0.5,3.0,6.0,4.0,0.9,43.0,1267417300.0,402.0,28.0,660.0,2.126,0.013,0.996,0.189,418.792
0.51,3.0,6.0,4.0,0.9,43.0,1203401300.0,396.0,29.0,665.0,0.0,0.009,0.993,0.261,409.88
0.53,3.0,6.0,4.0,0.88,43.0,1271379200.0,397.0,31.0,667.0,0.0,0.012,0.999,0.214,403.935
0.53,3.0,6.0,4.0,0.88,42.0,1203842700.0,400.0,30.0,668.0,0.0,0.011,0.996,0.226,389.764
0.52,3.0,6.0,4.0,0.88,43.0,1200092700.0,402.0,29.0,663.0,0.0,0.011,0.995,0.236,389.362
0.52,3.0,6.0,4.0,0.9,44.0,1195926900.0,400.0,28.0,661.0,0.0,0.017,0.998,0.154,379.622
0.51,3.0,6.0,4.0,0.89,43.0,1222075400.0,398.0,27.0,667.0,0.0,0.013,0.996,0.208,373.858
0.5,3.0,6.0,4.0,0.9,44.0,1221242200.0,399.0,28.0,666.0,0.044,0.015,0.997,0.185,370.004
0.53,3.0,6.0,4.0,0.88,43.0,1246253800.0,401.0,32.0,660.0,0.0,0.013,0.998,0.215,367.455
0.5,3.0,6.0,4.0,0.9,43.0,1195494500.0,394.0,29.0,664.0,2.188,0.013,0.996,0.217,366.968
0.51,3.0,6.0,4.0,0.9,43.0,1150091000.0,401.0,29.0,666.0,0.013,0.012,0.995,0.225,363.924
0.52,3.0,6.0,4.0,0.88,43.0,1209635600.0,394.0,29.0,663.0,0.0,0.012,0.995,0.24,359.721
0.53,3.0,6.0,4.0,0.87,43.0,1281839500.0,406.0,30.0,663.0,0.0,0.011,0.997,0.265,349.89
0.53,3.0,6.0,4.0,0.89,43.0,1177577600.0,394.0,30.0,666.0,0.0,0.011,0.994,0.26,342.224
0.52,3.0,6.0,4.0,0.89,43.0,1202883300.0,394.0,29.0,660.0,0.0,0.011,0.993,0.255,342.009
0.5,3.0,6.0,4.0,0.9,44.0,1165020800.0,399.0,30.0,660.0,0.042,0.013,0.995,0.223,335.418
0.5,3.0,6.0,4.0,0.9,44.0,1152820200.0,402.0,30.0,662.0,0.062,0.014,0.997,0.218,331.832
0.54,3.0,6.0,4.0,0.86,43.0,1243905800.0,403.0,30.0,666.0,0.0,0.01,0.995,0.303,330.34
0.53,3.0,6.0,4.0,0.88,42.0,1205094500.0,398.0,30.0,668.0,0.0,0.012,0.995,0.262,323.755
0.5,3.0,6.0,4.0,0.89,42.0,1205026600.0,401.0,28.0,659.0,0.0,0.015,0.996,0.205,316.831
0.5,3.0,6.0,4.0,0.9,44.0,1193186000.0,403.0,29.0,659.0,2.253,0.015,0.998,0.221,310.744
0.52,3.0,6.0,4.0,0.9,43.0,1185975700.0,397.0,31.0,664.0,0.0,0.013,0.994,0.258,307.03
0.52,3.0,6.0,4.0,0.89,44.0,1223709200.0,399.0,28.0,663.0,0.0,0.014,0.994,0.237,305.949
0.51,3.0,6.0,4.0,0.89,44.0,1217366100.0,403.0,27.0,658.0,0.0,0.016,0.996,0.201,303.532
0.51,3.0,6.0,4.0,0.9,44.0,1201843000.0,399.0,32.0,660.0,0.024,0.015,0.995,0.218,303.036
0.5,3.0,6.0,4.0,0.9,44.0,1176207000.0,397.0,29.0,663.0,0.068,0.016,0.997,0.211,299.357
0.51,3.0,6.0,4.0,0.87,42.0,1249994200.0,405.0,29.0,656.0,0.0,0.011,0.994,0.311,298.484
0.5,3.0,6.0,4.0,0.9,43.0,1186433300.0,399.0,28.0,661.0,2.238,0.016,0.998,0.213,296.988
0.5,3.0,6.0,4.0,0.9,43.0,1187347800.0,400.0,28.0,657.0,2.147,0.016,0.996,0.21,295.306
0.52,3.0,6.0,4.0,0.88,43.0,1259505300.0,400.0,27.0,664.0,0.0,0.015,0.995,0.233,290.674
0.51,3.0,6.0,4.0,0.9,44.0,1149060400.0,394.0,30.0,666.0,0.095,0.013,0.994,0.264,289.792
0.54,3.0,6.0,4.0,0.87,43.0,1295503900.0,400.0,30.0,666.0,0.0,0.012,0.996,0.282,286.01
0.52,3.0,6.0,4.0,0.88,42.0,1269665300.0,403.0,32.0,664.0,0.0,0.015,0.998,0.237,284.749
0.54,3.0,6.0,4.0,0.88,43.0,1212876000.0,393.0,30.0,662.0,0.0,0.012,0.994,0.29,279.194
0.51,3.0,6.0,4.0,0.9,44.0,1147373600.0,401.0,29.0,665.0,0.049,0.015,0.995,0.241,277.538
0.53,3.0,6.0,4.0,0.86,43.0,1272186800.0,403.0,29.0,660.0,0.0,0.014,0.996,0.255,276.746
0.52,3.0,6.0,4.0,0.88,42.0,1226799200.0,398.0,29.0,658.0,0.0,0.012,0.994,0.294,276.496
0.5,3.0,6.0,4.0,0.9,43.0,1184046700.0,400.0,28.0,661.0,0.02,0.016,0.995,0.229,275.974
0.5,3.0,6.0,4.0,0.9,44.0,1186870500.0,402.0,28.0,662.0,0.014,0.018,0.997,0.205,275.275
0.5,3.0,6.0,4.0,0.9,43.0,1167702400.0,400.0,28.0,658.0,2.119,0.017,0.997,0.209,272.529
0.53,3.0,6.0,4.0,0.87,42.0,1249356300.0,400.0,29.0,666.0,0.0,0.012,0.995,0.299,269.738
0.51,3.0,6.0,4.0,0.9,44.0,1157099000.0,394.0,29.0,665.0,0.066,0.016,0.995,0.244,258.09
0.53,3.0,6.0,4.0,0.87,43.0,1295696900.0,398.0,29.0,666.0,0.0,0.014,0.996,0.279,251.378
0.53,3.0,6.0,4.0,0.87,43.0,1297017500.0,403.0,29.0,663.0,0.0,0.015,0.996,0.29,236.547
0.54,3.0,6.0,4.0,0.88,43.0,1236273500.0,391.0,29.0,668.0,0.0,0.014,0.994,0.302,235.918
0.5,3.0,6.0,4.0,0.9,43.0,1155783400.0,398.0,28.0,662.0,0.03,0.018,0.995,0.233,233.246
0.52,3.0,6.0,4.0,0.87,43.0,1268787300.0,402.0,27.0,663.0,0.0,0.017,0.994,0.259,229.49
0.51,3.0,6.0,4.0,0.9,43.0,1172174600.0,398.0,27.0,663.0,0.009,0.018,0.995,0.242,225.463
0.54,3.0,6.0,4.0,0.87,43.0,1251020800.0,396.0,28.0,662.0,0.0,0.017,0.994,0.275,212.125
0.53,3.0,6.0,4.0,0.86,42.0,1294572700.0,407.0,30.0,659.0,0.0,0.016,0.996,0.294,210.762
0.53,3.0,6.0,4.0,0.88,43.0,1251277600.0,399.0,33.0,662.0,0.0,0.017,0.995,0.305,196.884
0.5,3.0,6.0,4.0,0.9,43.0,1161946000.0,401.0,27.0,663.0,2.224,0.02,0.996,0.255,192.838
0.54,3.0,6.0,4.0,0.88,43.0,1203046900.0,393.0,31.0,661.0,0.0,0.017,0.992,0.314,190.78
0.53,3.0,6.0,4.0,0.88,42.0,1277600800.0,400.0,32.0,668.0,0.0,0.017,0.996,0.306,190.196
0.5,3.0,6.0,4.0,0.9,44.0,1169638000.0,399.0,28.0,660.0,2.284,0.02,0.996,0.278,182.669
0.5,3.0,6.0,4.0,0.9,44.0,1156931700.0,399.0,28.0,661.0,2.255,0.02,0.997,0.268,181.384
0.51,3.0,6.0,4.0,0.9,43.0,1162271700.0,396.0,27.0,661.0,0.0,0.02,0.992,0.281,177.717
0.51,3.0,6.0,4.0,0.9,44.0,1131394700.0,389.0,29.0,662.0,0.106,0.02,0.994,0.292,173.889
0.51,3.0,6.0,4.0,0.9,44.0,1132569100.0,394.0,29.0,658.0,0.067,0.019,0.991,0.305,172.636
0.53,3.0,6.0,4.0,0.86,42.0,1301737200.0,406.0,31.0,657.0,0.0,0.02,0.998,0.297,167.759
0.5,3.0,6.0,4.0,0.9,44.0,1128872300.0,395.0,29.0,662.0,2.245,0.02,0.995,0.306,160.76
0.5,3.0,6.0,4.0,0.9,44.0,1126605400.0,396.0,29.0,664.0,4.3,0.02,0.996,0.319,156.804
